Condition,OriginalReadCode,CleansedReadCode,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y2,G8y2.00,Compression of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1270249,,SVCO - Superior vena cava obstruction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1839,1839.00,Oedema of calf
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",ESCTOE1,,Oedema of extremity with extension to trunk
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPE552975,,Peripheral oedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y2z,G8y2z00,Compression of vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8yy0,G8yy000,Chronic venous insufficiency NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCO728504,,Corona phlebectatica
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPE282911,,Peripheral venous insufficiency
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",188,188..00,Ankle flare
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",2488,2488.00,Venous flare
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIC353266,,IC - Intermittent claudication
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTMY353265,,Myasthenia angiosclerotica
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",184Z,184Z.00,Prominent veins NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8y3,G8y3.00,Chronic peripheral venous hypertension
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1843,1843.00,Prominent chest veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH353264,,Charcot's syndrome
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G73z0,G73z000,Intermittent claudication
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1842,1842.00,Prominent abdominal veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1844,1844.00,Prominent arm veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8yy2,G8yy200,Phlebosclerosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8X0,G8X0.00,Thread veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1841-1,1841.11,Prominent leg veins - symptom
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",184-1,184..11,Prominent veins - symptom
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",184,184..00,Prominent veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1841,1841.00,Prominent leg veins
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8yy3,G8yy300,Venofibrosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8yy4,G8yy400,Pelvic phleboliths
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8yy5,G8yy500,Phlebolith
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G73z0-2,G73z012,Vascular claudication
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G73z0-1,G73z011,Claudication
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPH311013,,Phlebolithiasis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu88,Gyu8800,[X]Other nonspecific lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D413,D413.00,"Unspecified lymphadenitis, excluding mesenteric lymphadenit"
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D412-2,D412.12,Mesenteric adenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIN280912,,Inflammation of lymph node
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D411,D411.00,Chronic lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH301593,,Chronic adenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D412-1,D412.11,Mesenteric lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D4121,D412100,Chronic mesenteric lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D412z,D412z00,Nonspecific mesenteric lymphadenitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D412,D412.00,Nonspecific mesenteric lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",R056z-1,R056z11,[D]Adenitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTNO550112,,Nonspecific mesenteric adenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHI439506,,Histiocytic necrotising lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHI439510,,Histiocytic necrotising lymphadenopathy
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHI439509,,Histiocytic necrotizing lymphadenopathy
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D4110,D411000,Kikuchi disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHI439507,,Histiocytic necrotizing lymphadenitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861z,G861z00,Other lymphoedema NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861,G861.00,Other lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY505996,,Lymphatic edema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY663590,,Lymphedema tardum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY663584,,Lymphoedema tardum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH295930,,Chronic acquired lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8611,G861100,Acquired (chronic) lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPR663583,,Primary lymphedema tardum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH295931,,Chronic acquired lymphedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY505995,,Lymphatic oedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIN478692,,Intestinal lymphangiectasia
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY505997,,Lymphedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTAD663585,,Adult lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTLY663588,,Lymphedema tarda
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTDI623888,,Disorder of lymphatic system
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8612-1,G861211,Lymphoedema praecox
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8612,G861200,Infantile lymphoedema (praecox)
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8614,,Lymphoedema following cancer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8615,,Lymphoedema following breast cancer
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPR663591,,Primary adult lymphedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTSE295932,,Secondary lymphedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J57yK,J57yK00,Intestinal lymphangiectasis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86-1,G86..11,Lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8613,G861300,Lymphoedema tarda
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPR663582,,Primary lymphoedema tardum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G861-1,G861.11,Elephantiasis-non filarial-NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",Gyu89,Gyu8900,[X]Oth spcfd noninfectv disordrs/lymphatc vessls+lymph nodes
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTAD663589,,Adult lymphedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPR663587,,Primary adult lymphoedema
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTIN252101,,Inflammation of lymphatics
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M081,M081.00,[X]Cellulitis of other parts of limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G8620,G862000,Chronic lymphangitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G862,G862.00,Lymphangitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M03z0,M03z000,Cellulitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M08,M08..00,Cutaneous cellulitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",M08y,M08y.00,[X]Cellulitis of other sites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",R095,R095.00,[D]Ascites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",R095z,R095z00,[D]Ascites NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHY651066,,Hydroperitonia
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH477980,,Chylocele - non-filarial
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y0,G86y000,Chylocele - nonfilarial
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHY651067,,Hydroperitoneum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTAB651064,,Abdominal dropsy
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTHY651065,,Hydrops abdominis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1182327,,Infectious lymphocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTPE651063,,Peritoneal dropsy
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTNO477979,,Nonfilarial chylocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y2,G86y200,Chylous cyst
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y4,G86y400,Lymph vessel fistula
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y1,G86y100,Chylous ascites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCTCH335925,,Chyloperitoneum
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",J56y2,J56y200,Peritoneal cyst
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",D418,D418.00,Calcified lymph nodes
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y3,G86y300,Lymph node fistula
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y5,G86y500,Lymph node infarction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y8,G86y800,Lymph vessel rupture
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y9,G86y900,Lymphocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86yA,G86yA00,Infected lymphocele
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",ESCTAS2,,Ascites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",^ESCT1218764,,Cyst of peritoneal cavity
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y6,G86y600,Lymph vessel infarction
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y7,G86y700,Lymph node rupture
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86z,G86z.00,Noninfective lymphatic disorder NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86,G86..00,Noninfective lymphatic disorders
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86y,G86y.00,Other noninfective lymphatic disorder
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86yz,G86yz00,Other noninfective lymphatic disorders NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",G86-99,G86..99,Non-infective lymphatic dis.
