Condition,OriginalReadCode,CleansedReadCode,Term
Other forms of heart disease,^ESCTSY340078,,"Syndrome of short P-R interval, normal QRS complexes AND supraventricular tachycardias"
Other forms of heart disease,^ESCTPR276663,,Pre-excitation atrioventricular conduction
Other forms of heart disease,^ESCTWO370924,,Wolff Parkinson White syndrome
Other forms of heart disease,^ESCT1217116,,Preexcitation syndrome
Other forms of heart disease,^ESCTVE370921,,Ventricular pre-excitation with arrhythmia
Other forms of heart disease,^ESCTWO370919,,Wolff-Parkinson-White pattern
Other forms of heart disease,^ESCTWP370922,,WPW - Wolff-Parkinson-White pattern
Other forms of heart disease,^ESCTWP370923,,WPW - Wolff-Parkinson-White syndrome
Other forms of heart disease,G5670,G567000,Accelerated atrioventricular conduction
Other forms of heart disease,G567,G567.00,Anomalous atrioventricular excitation
Other forms of heart disease,G56y0,G56y000,Lown-Ganong-Levine syndrome
Other forms of heart disease,G5674,G567400,Wolff-Parkinson-White syndrome
Other forms of heart disease,G5673,G567300,Ventricular pre-excitation
Other forms of heart disease,G5671,G567100,Accessory atrioventricular conduction
Other forms of heart disease,G567z,G567z00,Anomalous atrioventricular excitation NOS
Other forms of heart disease,^ESCTCA638668,,Cardio-auditory syndrome
Other forms of heart disease,^ESCTRO283163,,Romano-Ward syndrome
Other forms of heart disease,G56y3,G56y300,Jervell and Lange-Nielsen syndrome
Other forms of heart disease,G56y2,G56y200,Romano - Ward syndrome
Other forms of heart disease,G56z0,G56z000,Stokes-Adams syndrome
Other forms of heart disease,^ESCTST325853,,Stokes-Adams-Morgagni syndrome
Other forms of heart disease,L09y1,L09y100,Cardiac arrest following abortive pregnancy
Other forms of heart disease,^ESCTPU506101,,Pulseless electrical activity
Other forms of heart disease,^ESCTEM506100,,EMD
Other forms of heart disease,^ESCTIN749931,,Induced termination of pregnancy complicated by cardiac arrest
Other forms of heart disease,^ESCTCA506099,,Cardiac arrest with electromechanical dissociation
Other forms of heart disease,^ESCTCA679691,,Cardiopulmonary arrest
Other forms of heart disease,G575z,G575z00,"Cardiac arrest, unspecified"
Other forms of heart disease,^ESCTCA659349,,Cardiac standstill
Other forms of heart disease,G5750,G575000,Cardiac arrest with successful resuscitation
Other forms of heart disease,G5752,G575200,Electromechanical dissociation with successful resuscitation
Other forms of heart disease,G575-2,G575.12,Asystole
Other forms of heart disease,G575,G575.00,Cardiac arrest
Other forms of heart disease,R2y10,R2y1000,[D]Cardiorespiratory failure
Other forms of heart disease,G5753,G575300,Electromechanical dissociation
Other forms of heart disease,^ESCTCA699934,,Cardiac arrest due to trauma
Other forms of heart disease,^ESCTPE506102,,PEA - Pulseless electrical activity
Other forms of heart disease,SP110,SP11000,Cardiac arrest as a complication of care
Other forms of heart disease,G575-1,G575.11,Cardio-respiratory arrest
Other forms of heart disease,^ESCTON455073,,On examination - collapse -cardiac arrest
Other forms of heart disease,2241,2241.00,O/E - collapse -cardiac arrest
Other forms of heart disease,G572,G572.00,Paroxysmal tachycardia unspecified
Other forms of heart disease,G57y,G57y.00,Other cardiac dysrhythmias
Other forms of heart disease,R050-1,R050.11,[D]Rapid heart beat
Other forms of heart disease,^ESCTIN255364,,Increased heart rate
Other forms of heart disease,^ESCTAR750645,,Arrhythmia
Other forms of heart disease,^ESCTPT269143,,PT - Paroxysmal tachycardia
Other forms of heart disease,G5720,G572000,Essential paroxysmal tachycardia
Other forms of heart disease,Gyu5a,Gyu5a00,[X]Other specified cardiac arrhythmias
Other forms of heart disease,G57-1,G57..11,Cardiac arrhythmias
Other forms of heart disease,G5721,G572100,Bouveret-Hoffmann syndrome
Other forms of heart disease,G572z,G572z00,Paroxysmal tachycardia NOS
Other forms of heart disease,G57yA,G57yA00,Re-entry ventricular arrhythmia
Other forms of heart disease,^ESCTDI750647,,Disorder of heart rhythm
Other forms of heart disease,G57yz,G57yz00,Other cardiac dysrhythmia NOS
Other forms of heart disease,G57z,G57z.00,Cardiac dysrhythmia NOS
Other forms of heart disease,R050,R050.00,"[D]Tachycardia, unspecified"
Other forms of heart disease,G57,G57..00,Cardiac dysrhythmias
Other forms of heart disease,^ESCTHE255365,,Heart rate fast
Other forms of heart disease,G570z,G570z00,Paroxysmal supraventricular tachycardia NOS
Other forms of heart disease,^ESCTAT559061,,Atrial tachycardia
Other forms of heart disease,^ESCTMU330935,,Multifocal atrial tachycardia
Other forms of heart disease,^ESCTPA477736,,PAT
Other forms of heart disease,^ESCTPA477738,,PAT - Paroxysmal atrial tachycardia
Other forms of heart disease,^ESCTNO477745,,Nodal paroxysmal tachycardia
Other forms of heart disease,^ESCTAT477735,,Atrial paroxysmal tachycardia
Other forms of heart disease,^ESCTJU477743,,Junctional paroxysmal tachycardia
Other forms of heart disease,^ESCTAT477741,,Atrioventricular paroxysmal tachycardia
Other forms of heart disease,^ESCTAV477740,,AV paroxysmal tachycardia
Other forms of heart disease,G570,G570.00,Paroxysmal supraventricular tachycardia
Other forms of heart disease,G57y9,G57y900,Supraventricular tachycardia NOS
Other forms of heart disease,G5701,G570100,Paroxysmal atrioventricular tachycardia
Other forms of heart disease,G5702,G570200,Paroxysmal junctional tachycardia
Other forms of heart disease,^ESCTSV260294,,SVT - Supraventricular tachycardia
Other forms of heart disease,G5700,G570000,Paroxysmal atrial tachycardia
Other forms of heart disease,G570-99,G570.99,Parox. supravent. tachycardia
Other forms of heart disease,G5703,G570300,Paroxysmal nodal tachycardia
Other forms of heart disease,^ESCTVT290896,,VT - Ventricular tachycardia
Other forms of heart disease,G571-1,G571.11,Ventricular tachycardia
Other forms of heart disease,G571,G571.00,Paroxysmal ventricular tachycardia
Other forms of heart disease,G571-99,G571.99,Paroxysmal ventric. tachyc.
Other forms of heart disease,^ESCTAF329991,,AF - Atrial fibrillation
Other forms of heart disease,^ESCTIN566961,,Intermittent atrial fibrillation
Other forms of heart disease,^ESCTPA566960,,PAF - Paroxysmal atrial fibrillation
Other forms of heart disease,^ESCTAF566959,,AF - Paroxysmal atrial fibrillation
Other forms of heart disease,G5736,G573600,Paroxysmal atrial flutter
Other forms of heart disease,G5730,G573000,Atrial fibrillation
Other forms of heart disease,G5732,G573200,Paroxysmal atrial fibrillation
Other forms of heart disease,G5735,G573500,Persistent atrial fibrillation
Other forms of heart disease,G5737,,Chronic atrial fibrillation
Other forms of heart disease,^ESCTAT780363,,Atrial flutter type I
Other forms of heart disease,G5731,G573100,Atrial flutter
Other forms of heart disease,G5738,,Typical atrial flutter
Other forms of heart disease,^ESCTAT780364,,Atrial flutter type 1
Other forms of heart disease,^ESCTAT986894,,Atrial flutter type 2
Other forms of heart disease,^ESCTAT986895,,Atrial flutter type II
Other forms of heart disease,G5739,,Atypical atrial flutter
Other forms of heart disease,G573z,G573z00,Atrial fibrillation and flutter NOS
Other forms of heart disease,^ESCTNR505728,,NRAF - Non-rheumatic atrial fibrillation
Other forms of heart disease,G573,G573.00,Atrial fibrillation and flutter
Other forms of heart disease,G5733,G573300,Non-rheumatic atrial fibrillation
Other forms of heart disease,G5734,G573400,Permanent atrial fibrillation
Other forms of heart disease,G574z,G574z00,Ventricular fibrillation and flutter NOS
Other forms of heart disease,G5740-1,G574011,Cardiac arrest-ventricular fibrillation
Other forms of heart disease,G5740,G574000,Ventricular fibrillation
Other forms of heart disease,G5741,G574100,Ventricular flutter
Other forms of heart disease,G574,G574.00,Ventricular fibrillation and flutter
Other forms of heart disease,^ESCTVF366967,,VF - Ventricular fibrillation
Other forms of heart disease,^ESCTAT572199,,Atrial premature depolarization
Other forms of heart disease,G5763,G576300,Atrial premature depolarization
Other forms of heart disease,^ESCTAT572197,,Atrial premature complex
Other forms of heart disease,G5764,G576400,Junctional premature depolarization
Other forms of heart disease,^ESCTJU529630,,Junctional premature depolarisation
Other forms of heart disease,^ESCTJU529631,,Junctional premature depolarization
Other forms of heart disease,^ESCTJU529628,,Junctional premature complex
Other forms of heart disease,^ESCTAV529629,,AV junctional (nodal) premature beats
Other forms of heart disease,G5765,G576500,Ventricular premature depolarization
Other forms of heart disease,^ESCTVE277509,,Ventricular premature systoles
Other forms of heart disease,^ESCTVE529645,,Ventricular ectopic complex
Other forms of heart disease,^ESCTVE529647,,Ventricular premature depolarization
Other forms of heart disease,^ESCTVE277510,,Ventricular extrasystoles
Other forms of heart disease,^ESCTVE529644,,Ventricular premature complex
Other forms of heart disease,^ESCTPR529648,,Premature ventricular complex
Other forms of heart disease,^ESCTVE277507,,Ventricular premature beats
Other forms of heart disease,G5762,G576200,Ventricular ectopic beats
Other forms of heart disease,^ESCTVE277508,,Ventricular premature contractions
Other forms of heart disease,G5760,G576000,Ectopic beats unspecified
Other forms of heart disease,^ESCTEC303754,,Ectopic rhythm abnormality
Other forms of heart disease,^ESCTEL458644,,Electrocardiogram: extrasystole
Other forms of heart disease,^ESCTEX297817,,Extrasystolic arrhythmia
Other forms of heart disease,^ESCTEL458640,,Electrocardiogram: ectopic beats
Other forms of heart disease,^ESCTSU353411,,Supraventricular premature contraction
Other forms of heart disease,G576-1,G576.11,Premature beats
Other forms of heart disease,^ESCTSU353409,,Supraventricular extrasystoles
Other forms of heart disease,^ESCTSU353408,,Supraventricular premature beats
Other forms of heart disease,G576,G576.00,Ectopic beats
Other forms of heart disease,326,326..00,ECG: ectopic beats
Other forms of heart disease,3262,3262.00,ECG: extrasystole
Other forms of heart disease,G5760-1,G576011,Extrasystoles
Other forms of heart disease,326Z,326Z.00,ECG: ectopic beats NOS
Other forms of heart disease,G576-99,G576.99,Ectopic beats/extrasystoles
Other forms of heart disease,G576z,G576z00,Ectopic beats NOS
Other forms of heart disease,G5761,G576100,Supraventricular ectopic beats
Other forms of heart disease,^ESCTEC297818,,Ectopics
Other forms of heart disease,G57y3,G57y300,Sick sinus syndrome
Other forms of heart disease,^ESCTCO348148,,Coronary sinus rhythm disorder
Other forms of heart disease,^ESCTNO366761,,Nodal arrhythmia
Other forms of heart disease,^ESCTPR265365,,Prolonged Q-T interval syndrome
Other forms of heart disease,G57y6,G57y600,Nodal rhythm disorder
Other forms of heart disease,^ESCTLO265364,,Long QT syndrome
Other forms of heart disease,G577,G577.00,Sinus arrhythmia
Other forms of heart disease,G57y5,G57y500,Wandering atrial pacemaker
Other forms of heart disease,G56y5,G56y500,Long Q-T syndrome
Other forms of heart disease,G57y2,G57y200,Brugada syndrome
Other forms of heart disease,G57y4,G57y400,Sinoatrial node dysfunction NOS
Other forms of heart disease,G57y-4,G57y.14,Heart beats irregular
Other forms of heart disease,^ESCTIR621997,,Irregular heart beat
Other forms of heart disease,G58z,G58z.00,Heart failure NOS
Other forms of heart disease,G584,G584.00,Right ventricular failure
Other forms of heart disease,G58z-2,G58z.12,Cardiac failure NOS
Other forms of heart disease,^ESCTCH318256,,CHF - Congestive heart failure
Other forms of heart disease,^ESCTCO318254,,Congestive cardiac failure
Other forms of heart disease,173-1,173..11,Breathlessness symptom
Other forms of heart disease,173-2,173..12,Dyspnoea - symptom
Other forms of heart disease,^ESCTBI400530,,Biventricular failure
Other forms of heart disease,^ESCTCO318253,,Congestive heart disease
Other forms of heart disease,^ESCTGE726423,,Generalized edema
Other forms of heart disease,^ESCTCA386835,,Cardiac insufficiency
Other forms of heart disease,^ESCTCC318255,,CCF - Congestive cardiac failure
Other forms of heart disease,^ESCTHE732112,,Heart failure with preserved ejection fraction
Other forms of heart disease,^ESCTGE726422,,Generalised oedema
Other forms of heart disease,^ESCTBR549774,,Breathless
Other forms of heart disease,^ESCTDY549773,,Dyspnea
Other forms of heart disease,^ESCTWE386832,,Weak heart
Other forms of heart disease,^ESCTMY386831,,Myocardial failure
Other forms of heart disease,^ESCTHF386834,,HF - Heart failure
Other forms of heart disease,^ESCTSO549776,,SOB - Shortness of breath
Other forms of heart disease,G583-1,G583.11,HFNEF - heart failure with normal ejection fraction
Other forms of heart disease,R0608,R060800,[D]Shortness of breath
Other forms of heart disease,R0231,R023100,[D]Anasarca
Other forms of heart disease,G580-1,G580.11,Congestive cardiac failure
Other forms of heart disease,G580-4,G580.14,Biventricular failure
Other forms of heart disease,G58-1,G58..11,Cardiac failure
Other forms of heart disease,G5801,G580100,Chronic congestive heart failure
Other forms of heart disease,G5802,G580200,Decompensated cardiac failure
Other forms of heart disease,G5803,G580300,Compensated cardiac failure
Other forms of heart disease,SP111-1,SP11111,Heart failure as a complication of care
Other forms of heart disease,1739,1739.00,Shortness of breath
Other forms of heart disease,173,173..00,Breathlessness
Other forms of heart disease,1O1,1O1..00,Heart failure confirmed
Other forms of heart disease,G5yyD,G5yyD00,Left ventricular cardiac dysfunction
Other forms of heart disease,G583,G583.00,Heart failure with normal ejection fraction
Other forms of heart disease,173Z,173Z.00,Breathlessness NOS
Other forms of heart disease,R060A,R060A00,[D]Dyspnoea
Other forms of heart disease,G58z-1,G58z.11,Weak heart
Other forms of heart disease,G580,G580.00,Congestive heart failure
Other forms of heart disease,G583-2,G583.12,Heart failure with preserved ejection fraction
Other forms of heart disease,G5804,G580400,Congestive heart failure due to valvular disease
Other forms of heart disease,G580-2,G580.12,Right heart failure
Other forms of heart disease,173-3,173..13,Shortness of breath symptom
Other forms of heart disease,R060D,R060D00,[D]Breathlessness
Other forms of heart disease,G580-3,G580.13,Right ventricular failure
Other forms of heart disease,G58,G58..00,Heart failure
Other forms of heart disease,H541z,H541z00,Pulmonary oedema NOS
Other forms of heart disease,G581-1,G581.11,Asthma - cardiac
Other forms of heart disease,^ESCTPU280534,,Pulmonary edema
Other forms of heart disease,^ESCTAS366942,,Asthma - cardiac
Other forms of heart disease,^ESCTLE388604,,Left heart failure
Other forms of heart disease,^ESCTBR478158,,Bronchial hypersensitivity
Other forms of heart disease,^ESCTLV388607,,LVF - Left ventricular failure
Other forms of heart disease,^ESCTBH478156,,BHR - Bronchial hyperreactivity
Other forms of heart disease,^ESCTIM557399,,Impaired left ventricular func
Other forms of heart disease,^ESCTLE388606,,Left-sided heart failure
Other forms of heart disease,^ESCTAI478152,,Airway hyperreactivity
Other forms of heart disease,^ESCTBR478155,,Bronchial hyperreactivity
Other forms of heart disease,^ESCTAS478153,,Asthmatic
Other forms of heart disease,663V2,663V200,Moderate asthma
Other forms of heart disease,663V0,663V000,Occasional asthma
Other forms of heart disease,H33z-1,H33z.11,Hyperreactive airways disease
Other forms of heart disease,33BA,33BA.00,Impaired left ventricular function
Other forms of heart disease,^ESCTBR478157,,Bronchial hyperresponsiveness
Other forms of heart disease,G581,G581.00,Left ventricular failure
Other forms of heart disease,663N1,663N100,Asthma disturbs sleep weekly
Other forms of heart disease,663N2,663N200,Asthma disturbs sleep frequently
Other forms of heart disease,H33,H33..00,Asthma
Other forms of heart disease,G581-3,G581.13,Impaired left ventricular function
Other forms of heart disease,663j,663j.00,Asthma - currently active
Other forms of heart disease,663h,663h.00,Asthma - currently dormant
Other forms of heart disease,663V1,663V100,Mild asthma
Other forms of heart disease,183B,183B.00,Worsening pulmonary oedema
Other forms of heart disease,663V3,663V300,Severe asthma
Other forms of heart disease,H33-1,H33..11,Bronchial asthma
Other forms of heart disease,663N0,663N000,Asthma causing night waking
Other forms of heart disease,H33z,H33z.00,Asthma unspecified
Other forms of heart disease,H33zz,H33zz00,Asthma NOS
Other forms of heart disease,G5y,G5y..00,Other specified heart disease
Other forms of heart disease,G5z,G5z..00,Heart disease NOS
Other forms of heart disease,G5,G5...00,Other forms of heart disease
Other forms of heart disease,Gyu5,Gyu5.00,[X]Other forms of heart disease
Other forms of heart disease,^ESCTCA341420,,Cardiac disorder
Other forms of heart disease,^ESCTDI341419,,Disorder of heart
Other forms of heart disease,^ESCTMO341417,,Morbus cordis
Other forms of heart disease,^ESCT1192349,,Cardiac diseases
Other forms of heart disease,^ESCTMA477764,,Make heart septal defect
Other forms of heart disease,^ESCTCA341418,,Cardiopathy
Other forms of heart disease,P5-3,P5...13,Heart septal defects
Other forms of heart disease,G5yyz,G5yyz00,Other ill-defined heart disease NOS
Other forms of heart disease,G5yy,G5yy.00,Other ill-defined heart disease
Other forms of heart disease,G-3,G....13,Heart diseases
Other forms of heart disease,G-2,G....12,Cardiac diseases
Other forms of heart disease,^ESCTAC477762,,Acquired cardiac septal defect
Other forms of heart disease,G5y9,G5y9.00,"Cardiac septal defect, acquired"
Other forms of heart disease,Gyu5d,Gyu5d00,[X]Oth heart disorders/oth infectious+parasitic diseases CE
Other forms of heart disease,G5yz,G5yz.00,Other heart disease NOS
Other forms of heart disease,Gyu5b,Gyu5b00,[X]Other ill-defined heart diseases
Other forms of heart disease,P5-1,P5...11,Cardiac septal defects
Other forms of heart disease,Gyu5e,Gyu5e00,[X]Other heart disorders in other diseases CE
Other forms of heart disease,G5y6,G5y6.00,Rupture of papillary muscle
Other forms of heart disease,G5yy7,G5yy700,Left ventricular thrombosis
Other forms of heart disease,G5yy6,G5yy600,Atrial thrombosis
Other forms of heart disease,^ESCTRI598983,,Right ventricular thrombus
Other forms of heart disease,G5yy8,G5yy800,Right ventricular thrombosis
Other forms of heart disease,G5y35,G5y3500,Cardiac hypertrophy NOS
Other forms of heart disease,^ESCTDE354189,,Degeneration of heart
Other forms of heart disease,^ESCTMU354188,,Mural degeneration of heart
Other forms of heart disease,G557z-1,G557z11,Degeneration fatty heart
Other forms of heart disease,G557z-3,G557z13,Fatty infiltration heart
Other forms of heart disease,^ESCTEN263064,,Enlarged heart
Other forms of heart disease,^ESCTMU354187,,Muscular degeneration of heart
Other forms of heart disease,G5y3,G5y3.00,Cardiomegaly
Other forms of heart disease,G5y34-1,G5y3411,Left ventricular hypertrophy
Other forms of heart disease,G5y1,G5y1.00,Myocardial degeneration
Other forms of heart disease,G557z-2,G557z12,Fatty degeneration heart
Other forms of heart disease,^ESCTLV340690,,LVH - Left ventricular hypertrophy
Other forms of heart disease,G5y3z,G5y3z00,Cardiomegaly NOS
Other forms of heart disease,G5y34,G5y3400,Ventricular hypertrophy
Other forms of heart disease,^ESCTLV340689,,LV+ - Left ventricular hypertrophy
Other forms of heart disease,^ESCTLV340688,,LV hypertrophy
Other forms of heart disease,Gz,Gz...00,Circulatory system disease NOS
Other forms of heart disease,G8,G8...00,"Vein, lymphatic and circulatory diseases NOS"
Other forms of heart disease,G8yz,G8yz.00,Other circulatory disorder NOS
Other forms of heart disease,Gyu92,Gyu9200,"[X]Other postprocedural disorders/circulatory system,NEC"
Other forms of heart disease,^ESCTCA330272,,Cardiovascular system disease
Other forms of heart disease,G-1,G....11,Cardiovascular system diseases
Other forms of heart disease,G5yX,G5yX.00,"Cardiovascular disease, unspecified"
Other forms of heart disease,G,G....00,Circulatory system diseases
Other forms of heart disease,^ESCTCV330273,,CVD - cardiovascular disease
Other forms of heart disease,^ESCT1192351,,"Cardiovascular disease, unspecified"
Other forms of heart disease,^ESCTDI330268,,Disorder of circulatory system
Other forms of heart disease,^ESCTCA330269,,Cardiovascular disease
Other forms of heart disease,^ESCTCV330274,,CVS disease - cardiovascular system disease
Other forms of heart disease,^ESCTDI330271,,Disorder of the circulatory system
Other forms of heart disease,^ESCT1270423,,CVS disease
Other forms of heart disease,G8yyz,G8yyz00,Other specified circulatory disorder NOS
Other forms of heart disease,G8z,G8z..00,"Vein, lymphatic and other circulatory diseases NOS"
Other forms of heart disease,Gy,Gy...00,Other specified diseases of circulatory system
Other forms of heart disease,Gyu93,Gyu9300,[X]Cardiovascular disorders/oth infectous+parasitic diseases
Other forms of heart disease,Gyu91,Gyu9100,[X]Other functional disturbances following cardiac surgery
Other forms of heart disease,Gyu95,Gyu9500,[X]Other specifd disorders/circulatory system in diseases CE
Other forms of heart disease,Gyu96,Gyu9600,[X]Other+unspecified disorders of the circulatory system
Other forms of heart disease,G8yy,G8yy.00,Other specified circulatory disorder
Other forms of heart disease,G8yy1,G8yy100,Venous collateral circulation NOS
Other forms of heart disease,Gyu5g,Gyu5g00,"[X]Cardiovascular disease, unspecified"
Other forms of heart disease,G8y,G8y..00,"Other specified vein, lymphatic or other circulatory disease"
Other forms of heart disease,Gyu9,Gyu9.00,[X]Other and unspecified disorders of the circulatory system
Other forms of heart disease,G5y32,G5y3200,Cardiac dilatation NOS
Other forms of heart disease,G5y3-1,G5y3.11,Dilatation - cardiac
Other forms of heart disease,G5y31,G5y3100,Ventricular dilatation
Other forms of heart disease,G5y30,G5y3000,Atrial dilatation
Other forms of heart disease,G5y33,G5y3300,Atrial hypertrophy
Other forms of heart disease,G5y36,G5y3600,Right ventricular dilatation
Other forms of heart disease,^ESCTDI259899,,Dilated ventricle
Other forms of heart disease,G55y0,G55y000,Cardiomyopathy due to drugs and other external agents
Other forms of heart disease,G5yy4,G5yy400,Papillary muscle disorder NOS
Other forms of heart disease,G54,G54..00,Other diseases of endocardium
Other forms of heart disease,G5yy2,G5yy200,Papillary muscle dysfunction
Other forms of heart disease,Gyu5c,Gyu5c00,[X]Other heart disorders in bacterial diseases CE
Other forms of heart disease,^ESCTCH505690,,Chronic myocardial disorder caused by chemical or external agent
Other forms of heart disease,^ESCTDI505655,,Disease of endocardium and heart valve
Other forms of heart disease,G5yy9,G5yy900,Left ventricular systolic dysfunction
Other forms of heart disease,G5yyE,G5yyE00,Right ventricular systolic dysfunction
Other forms of heart disease,G5yyB,G5yyB00,Right ventricular diastolic dysfunction
Other forms of heart disease,G5yyA,G5yyA00,Left ventricular diastolic dysfunction
Other forms of heart disease,G5yy5,G5yy500,Hyperkinetic heart disease
Other forms of heart disease,^ESCTMI549213,,Mitral papillary muscle dysfunction
Other forms of heart disease,G5yy-1,G5yy.11,Papillary muscle disease
Other forms of heart disease,SP11z,SP11z00,Cardiac complication of care NOS
Other forms of heart disease,SP11,SP11.00,Cardiac complications of care
Other forms of heart disease,^ESCTCA314627,,Cardiac complication
Other forms of heart disease,G4-99,G4...99,Pulmonary heart disease
Other forms of heart disease,^ESCTPU556007,,Pulmonary heart disease
Other forms of heart disease,Gyu40,Gyu4000,[X]Other specified pulmonary heart diseases
Other forms of heart disease,^ESCTMP268138,,MPS - Mucopolysaccharidosis
Other forms of heart disease,C375,C375.00,Mucopolysaccharidosis
Other forms of heart disease,Cyu8A,Cyu8A00,[X]Other mucopolysaccharidoses
Other forms of heart disease,C375y,C375y00,Other specified mucopolysaccharidosis
Other forms of heart disease,C375z,C375z00,Mucopolysaccharidosis NOS
