Condition,OriginalReadCode,CleansedReadCode,Term
"Disease of arteries, arterioles and capilleries",7A120,7A12000,Emerg bypass bifurc aorta by anast aorta to femoral artery
"Disease of arteries, arterioles and capilleries",7A47-6,7A47.16,Other emergency bypass of femoral artery
"Disease of arteries, arterioles and capilleries",7A411,7A41100,Bypass iliac artery by iliac/femoral artery anastomosis NEC
"Disease of arteries, arterioles and capilleries",7A4A8,7A4A800,Repair of popliteal artery with temporary silastic shunt
"Disease of arteries, arterioles and capilleries",G7310,G731000,Buerger's disease
"Disease of arteries, arterioles and capilleries",7A4B0,7A4B000,Percutaneous transluminal angioplasty of femoral artery
"Disease of arteries, arterioles and capilleries",7A48-6,7A48.16,Other bypass of superficial femoral artery
"Disease of arteries, arterioles and capilleries",7A42,7A42.00,Reconstruction of iliac artery
"Disease of arteries, arterioles and capilleries",7A474,7A47400,Emerg bypass femoral art by fem/tib art anast c prosth NEC
"Disease of arteries, arterioles and capilleries",G7425,G742500,Embolism and thrombosis of the popliteal artery
"Disease of arteries, arterioles and capilleries",G7321,G732100,Gangrene of foot
"Disease of arteries, arterioles and capilleries",7A49-4,7A49.14,Reconstruction of popliteal artery
"Disease of arteries, arterioles and capilleries",7A47-3,7A47.13,Other emergency bypass of deep femoral artery
"Disease of arteries, arterioles and capilleries",7A472,7A47200,Emerg bypass femoral art by fem/pop a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A480,7A48000,Bypass femoral artery by fem/pop art anast c prosthesis NEC
"Disease of arteries, arterioles and capilleries",M2710,M271000,Ischaemic ulcer diabetic foot
"Disease of arteries, arterioles and capilleries",7A47B,7A47B00,Emerg bypass pop art by pop/peron art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A470,7A47000,Emerg bypass femoral art by fem/pop art anast c prosth NEC
"Disease of arteries, arterioles and capilleries",G7426,G742600,Embolism and thrombosis of the anterior tibial artery
"Disease of arteries, arterioles and capilleries",7A4A-1,7A4A.11,Other open operations on common femoral artery
"Disease of arteries, arterioles and capilleries",7A102,7A10200,Axillo-bifemoral bypass graft
"Disease of arteries, arterioles and capilleries",7A48C,7A48C00,Bypass femoral artery by femoral/femoral art anastomosis NEC
"Disease of arteries, arterioles and capilleries",7A487,7A48700,Bypass popliteal artery by pop/tib a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A485,7A48500,Bypass popliteal artery by pop/tib a anast c prosthesis NEC
"Disease of arteries, arterioles and capilleries",7A47-1,7A47.11,Other emerg bypass femoral or popliteal art by anastomosis
"Disease of arteries, arterioles and capilleries",7A4A1,7A4A100,Repair of popliteal artery NEC
"Disease of arteries, arterioles and capilleries",7A495,7A49500,Profundoplasty and patch repair of popliteal artery
"Disease of arteries, arterioles and capilleries",7A47,7A47.00,Other emergency bypass of femoral artery or popliteal artery
"Disease of arteries, arterioles and capilleries",R0550-1,R055011,[D]Peripheral circulatory failure
"Disease of arteries, arterioles and capilleries",R0543,R054300,[D]Widespread diabetic foot gangrene
"Disease of arteries, arterioles and capilleries",7A121-2,7A12112,Dacron aortofemoral Y graft
"Disease of arteries, arterioles and capilleries",7A41B,7A41B00,Bypass leg artery by aorta/com femoral art anastomosis NEC
"Disease of arteries, arterioles and capilleries",C109F-1,C109F11,Type II diabetes mellitus with peripheral angiopathy
"Disease of arteries, arterioles and capilleries",7A412-1,7A41211,Emergency femoro-femoral prosthetic cross over graft
"Disease of arteries, arterioles and capilleries",7A486,7A48600,Bypass femoral artery by fem/tib art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A47-4,7A47.14,Other emergency bypass of popliteal artery
"Disease of arteries, arterioles and capilleries",7A121,7A12100,Bypass bifurc aorta by anastom aorta to femoral artery NEC
"Disease of arteries, arterioles and capilleries",7A4B4,7A4B400,Percutaneous transluminal embolisation of femoral artery
"Disease of arteries, arterioles and capilleries",7A4B1,7A4B100,Percutaneous transluminal angioplasty of popliteal artery
"Disease of arteries, arterioles and capilleries",7A48E,7A48E00,Femoro-femoral prosthetic cross over graft
"Disease of arteries, arterioles and capilleries",7A48A,7A48A00,Bypass femoral artery by fem/peron a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A420,7A42000,Endarterectomy and patch repair of iliac artery
"Disease of arteries, arterioles and capilleries",7A444,7A44400,Percutaneous transluminal insertion of iliac artery stent
"Disease of arteries, arterioles and capilleries",7A48-2,7A48.12,Other bypass of common femoral artery
"Disease of arteries, arterioles and capilleries",7A503,7A50300,Revision of reconstruction of popliteal artery
"Disease of arteries, arterioles and capilleries",7A48-1,7A48.11,Other bypass of femoral or popliteal artery by anastomosis
"Disease of arteries, arterioles and capilleries",M2713,M271300,Arterial leg ulcer
"Disease of arteries, arterioles and capilleries",C1073,C107300,IDDM with peripheral circulatory disorder
"Disease of arteries, arterioles and capilleries",G73-3,G73..13,Peripheral ischaemia
"Disease of arteries, arterioles and capilleries",7A481,7A48100,Bypass popliteal artery by pop/pop a anast c prosthesis NEC
"Disease of arteries, arterioles and capilleries",7A491,7A49100,Endarterectomy and patch repair of popliteal artery
"Disease of arteries, arterioles and capilleries",7A12,7A12.00,Other bypass of bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A430-1,7A43011,Repair of common iliac artery NEC
"Disease of arteries, arterioles and capilleries",7A420-1,7A42011,Endarterectomy and patch repair of common iliac artery
"Disease of arteries, arterioles and capilleries",7A502,7A50200,Revision of reconstruction involving femoral artery
"Disease of arteries, arterioles and capilleries",7A4B9,7A4B900,Percutaneous transluminal insertion of stent femoral artery
"Disease of arteries, arterioles and capilleries",7A47C,7A47C00,Emerg bypass femoral artery by fem/fem art anastomosis NEC
"Disease of arteries, arterioles and capilleries",7A4B5,7A4B500,Percutaneous transluminal embolisation of popliteal artery
"Disease of arteries, arterioles and capilleries",7A4A3-1,7A4A311,Open thrombectomy of popliteal artery
"Disease of arteries, arterioles and capilleries",C1070,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder"
"Disease of arteries, arterioles and capilleries",7A48B,7A48B00,Bypass popliteal art by pop/peron art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A490,7A49000,Endarterectomy and patch repair of femoral artery
"Disease of arteries, arterioles and capilleries",7A499,7A49900,Reconstruction of popliteal artery with vein graft
"Disease of arteries, arterioles and capilleries",7A47D,7A47D00,Emerg bypass popliteal artery by pop/fem art anastomosis NEC
"Disease of arteries, arterioles and capilleries",7A4A2,7A4A200,Open embolectomy of femoral artery
"Disease of arteries, arterioles and capilleries",2G63,2G63.00,Ischaemic toe
"Disease of arteries, arterioles and capilleries",14F7,14F7.00,H/O: arterial lower limb ulcer
"Disease of arteries, arterioles and capilleries",7A49-5,7A49.15,Reconstruction of superficial femoral artery
"Disease of arteries, arterioles and capilleries",7A431,7A43100,Open embolectomy of iliac artery
"Disease of arteries, arterioles and capilleries",7A477,7A47700,Emerg bypass pop art by pop/tib art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A4A-3,7A4A.13,Other open operations on popliteal artery
"Disease of arteries, arterioles and capilleries",7A433,7A43300,Open insertion of iliac artery stent
"Disease of arteries, arterioles and capilleries",7A476,7A47600,Emerg bypass femoral art by fem/tib a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A43-1,7A43.11,Other open operations on common iliac artery
"Disease of arteries, arterioles and capilleries",7A4A,7A4A.00,Other open operations on femoral artery or popliteal artery
"Disease of arteries, arterioles and capilleries",7A493,7A49300,Endarterectomy of popliteal artery NEC
"Disease of arteries, arterioles and capilleries",7A100,7A10000,Emerg aortic bypass by anastomosis axillary to femoral art
"Disease of arteries, arterioles and capilleries",7A500,7A50000,Revision of reconstruction involving aorta
"Disease of arteries, arterioles and capilleries",7A4A-4,7A4A.14,Other open operations on superficial femoral artery
"Disease of arteries, arterioles and capilleries",G733,G733.00,Ischaemic foot
"Disease of arteries, arterioles and capilleries",7A420-2,7A42012,Iliac endarterectomy and patch
"Disease of arteries, arterioles and capilleries",7A48-4,7A48.14,Other bypass of femoral artery
"Disease of arteries, arterioles and capilleries",7A4A2-2,7A4A212,Open femoral embolectomy
"Disease of arteries, arterioles and capilleries",7A48D,7A48D00,Bypass popliteal artery by pop/fem artery anastomosis NEC
"Disease of arteries, arterioles and capilleries",G7429,G742900,Embolism and thrombosis of a leg artery NOS
"Disease of arteries, arterioles and capilleries",A3A0F,A3A0F00,Gas gangrene-foot
"Disease of arteries, arterioles and capilleries",G73-2,G73..12,Ischaemia of legs
"Disease of arteries, arterioles and capilleries",7A41,7A41.00,Other bypass of iliac artery
"Disease of arteries, arterioles and capilleries",7A494,7A49400,Profundoplasty femoral artery & patch repair deep fem artery
"Disease of arteries, arterioles and capilleries",G732,G732.00,Peripheral gangrene
"Disease of arteries, arterioles and capilleries",7A483,7A48300,Bypass popliteal artery by pop/pop a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",7A413,7A41300,Bypass iliac artery by femoral/femoral art anastomosis NEC
"Disease of arteries, arterioles and capilleries",7A443,7A44300,Insertion of iliac artery stent
"Disease of arteries, arterioles and capilleries",7A496,7A49600,Profundoplasty of femoral artery NEC
"Disease of arteries, arterioles and capilleries",7A414,7A41400,Emerg bypass comm iliac art by aorta/com iliac art anast NEC
"Disease of arteries, arterioles and capilleries",G740-2,G740.12,Aortoiliac obstruction
"Disease of arteries, arterioles and capilleries",7A13z,7A13z00,Emergency replacement of aneurysmal segment of aorta NOS
"Disease of arteries, arterioles and capilleries",7A13y,7A13y00,Emergency replacement of aneurysmal segment of aorta OS
"Disease of arteries, arterioles and capilleries",G73yz,G73yz00,Other specified peripheral vascular disease NOS
"Disease of arteries, arterioles and capilleries",G73z0,G73z000,Intermittent claudication
"Disease of arteries, arterioles and capilleries",G73zz,G73zz00,Peripheral vascular disease NOS
"Disease of arteries, arterioles and capilleries",G731z,G731z00,Thromboangiitis obliterans NOS
"Disease of arteries, arterioles and capilleries",G73y5,G73y500,Acroparaesthesia - Nothnagel's type
"Disease of arteries, arterioles and capilleries",7A44y,7A44y00,Other specified transluminal operation on iliac artery
"Disease of arteries, arterioles and capilleries",7A44z,7A44z00,Transluminal operation on iliac artery NOS
"Disease of arteries, arterioles and capilleries",7A4Ay,7A4Ay00,Other open operation on femoral or popliteal artery OS
"Disease of arteries, arterioles and capilleries",7A4By,7A4By00,Transluminal operation on femoral or popliteal artery OS
"Disease of arteries, arterioles and capilleries",G73z0-1,G73z011,Claudication
"Disease of arteries, arterioles and capilleries",G73y2,G73y200,Acrocyanosis
"Disease of arteries, arterioles and capilleries",G73y4,G73y400,Acroparaesthesia - Schultze's type
"Disease of arteries, arterioles and capilleries",G73y8,G73y800,Erythromelalgia
"Disease of arteries, arterioles and capilleries",G73y0,G73y000,Diabetic peripheral angiopathy
"Disease of arteries, arterioles and capilleries",G74y2,G74y200,Embolism and/or thrombosis of the external iliac artery
"Disease of arteries, arterioles and capilleries",G74y0,G74y000,Embolism and/or thrombosis of the common iliac artery
"Disease of arteries, arterioles and capilleries",7A49z,7A49z00,Reconstruction of femoral or popliteal artery NOS
"Disease of arteries, arterioles and capilleries",7A48y,7A48y00,Other bypass of femoral artery or popliteal artery OS
"Disease of arteries, arterioles and capilleries",G73y7,G73y700,Erythrocyanosis
"Disease of arteries, arterioles and capilleries",7A48z,7A48z00,Other bypass of femoral artery or popliteal artery NOS
"Disease of arteries, arterioles and capilleries",G73y,G73y.00,Other specified peripheral vascular disease
"Disease of arteries, arterioles and capilleries",G742z,G742z00,Peripheral arterial embolism and thrombosis NOS
"Disease of arteries, arterioles and capilleries",C10F0,C10F000,Type 2 diabetes mellitus with renal complications
"Disease of arteries, arterioles and capilleries",C10EF,C10EF00,Type 1 diabetes mellitus with diabetic cataract
"Disease of arteries, arterioles and capilleries",C10FF,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy
"Disease of arteries, arterioles and capilleries",7A41z,7A41z00,Other bypass of iliac artery NOS
"Disease of arteries, arterioles and capilleries",7A47y,7A47y00,Other emergency bypass of femoral or popliteal artery OS
"Disease of arteries, arterioles and capilleries",G73z,G73z.00,Peripheral vascular disease NOS
"Disease of arteries, arterioles and capilleries",G74y3,G74y300,Embolism and thrombosis of the iliac artery unspecified
"Disease of arteries, arterioles and capilleries",7A12y,7A12y00,Other specified other bypass of bifurcation of aorta
"Disease of arteries, arterioles and capilleries",7A47z,7A47z00,Other emergency bypass of femoral or popliteal artery NOS
"Disease of arteries, arterioles and capilleries",C107z,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder
"Disease of arteries, arterioles and capilleries",G74y1,G74y100,Embolism and/or thrombosis of the internal iliac artery
"Disease of arteries, arterioles and capilleries",G73y6,G73y600,Acroparaesthesia - unspecified
"Disease of arteries, arterioles and capilleries",G73y1,G73y100,Peripheral angiopathic disease EC NOS
"Disease of arteries, arterioles and capilleries",7A42z,7A42z00,Reconstruction of iliac artery NOS
"Disease of arteries, arterioles and capilleries",7A41y,7A41y00,Other specified other bypass of iliac artery
"Disease of arteries, arterioles and capilleries",7A42y,7A42y00,Other specified reconstruction of iliac artery
"Disease of arteries, arterioles and capilleries",7A12z,7A12z00,Other bypass of bifurcation of aorta NOS
"Disease of arteries, arterioles and capilleries",7A49y,7A49y00,Reconstruction of femoral or popliteal artery OS
"Disease of arteries, arterioles and capilleries",Gyu74,Gyu7400,[X]Other specified peripheral vascular diseases
"Disease of arteries, arterioles and capilleries",G73y5-1,G73y511,Nothnagel's vasomotor acroparaesthesia
"Disease of arteries, arterioles and capilleries",C10EG,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy
"Disease of arteries, arterioles and capilleries",C10G0,C10G000,Secondary pancreatic diabetes mellitus without complication
"Disease of arteries, arterioles and capilleries",C10FG,C10FG00,Type 2 diabetes mellitus with arthropathy
