Condition,OriginalReadCode,CleansedReadCode,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475188,,"Hodgkin sarcoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B612,B612.00,Hodgkin's sarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6122,B612200,Hodgkin's sarcoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6125,B612500,Hodgkin's sarcoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475239,,"Hodgkin disease, lymphocytic depletion of lymph nodes of axilla and upper limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475233,,"Hodgkin disease, lymphocytic depletion of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430964,,"Hodgkin disease, lymphocytic depletion"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6120,B612000,Hodgkin's sarcoma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B616z,B616z00,"Hodgkin's disease, lymphocytic depletion NOS"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430962,,"Hodgkin's disease, lymphocytic depletion (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6124,B612400,Hodgkin's sarcoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6127,B612700,Hodgkin's sarcoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475190,,Hodgkin sarcoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B613,B613.00,"Hodgkin's disease, lymphocytic-histiocytic predominance"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B613z,B613z00,"Hodgkin's, lymphocytic-histiocytic predominance NOS"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6130,B613000,"Hodgkin's, lymphocytic-histiocytic predominance unspec site"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430953,,"Hodgkin lymphoma, lymphocyte-rich (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192692,,"Hodgkin's, lymphocytic-histiocytic predominance unspec site"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B613-1,B613.11,"Hodgkin lymphoma, lymphocyte-rich"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61B,B61B.00,Lymphocyte-rich classical Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61z,B61z.00,Hodgkin's disease NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6115,B611500,Hodgkin's granuloma lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61z-1,B61z.11,Hodgkin lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475178,,"Hodgkin granuloma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO402230,,Hodgkin granuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430943,,Hodgkin's granuloma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192688,,"Hodgkin's disease NOS of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192687,,Hodgkin's disease NOS of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430930,,Hodgkin disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192685,,Hodgkin's disease NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475186,,Hodgkin granuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO402240,,Hodgkin granuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475182,,Hodgkin granuloma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475180,,Hodgkin granuloma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6111,B611100,"Hodgkin's granuloma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6116,B611600,Hodgkin's granuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO402232,,Hodgkin granuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192689,,Hodgkin's disease NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA430928,,Malignant Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6117,B611700,Hodgkin's granuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6113,B611300,Hodgkin's granuloma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6118,B611800,Hodgkin's granuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61,B61..00,Hodgkin's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61zz,B61zz00,Hodgkin's disease NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuD0,ByuD000,[X]Other Hodgkin's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6110,B611000,Hodgkin's granuloma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B611z,B611z00,Hodgkin's granuloma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61z0,B61z000,"Hodgkin's disease NOS, unspecified site"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6114,B611400,Hodgkin's granuloma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6112,B611200,Hodgkin's granuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61-1,B61..11,Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192684,,Hodgkin's disease NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHD430927,,HD - Hodgkin's disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B611,B611.00,Hodgkin's granuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192690,,Hodgkin's disease NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192686,,Hodgkin's disease NOS of lymph nodes inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B61C,B61C.00,Other classical Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO430945,,Hodgkin granuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1192683,,Hodgkin's disease NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTHO475184,,Hodgkin granuloma of lymph nodes of inguinal region and lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY430931,,"Lymphoma, Hodgkins"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",A7897,A789700,HIV dis resulting oth types of non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuC6-1,AyuC611,[X]HIV disease resulting in other non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B628,B628.00,Follicular lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuD1,ByuD100,[X]Other types of follicular non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627B,B627B00,Other types of follicular non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627C-1,B627C11,Follicular lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFO560237,,Follicular malignant lymphoma - small cleaved cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",A7897-1,A789711,HIV disease resulting in other types of non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6270,B627000,Follicular non-Hodgkin's small cleaved cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627C,B627C00,Follicular non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6280,B628000,Follicular lymphoma grade 1
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",AyuC6,AyuC600,[X]HIV disease resulting in other non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFO597550,,Follicular non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6287,B628700,Other types of follicular lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7275,7275.00,Pan retinal photocoagulation for glaucoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6271,B627100,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI316898,,Diathermy to retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72720-99,7272099,Retinal photocoag. therapy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6281,B628100,Follicular lymphoma grade 2
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTEL316897,,Electrocoagulation to retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTPA683796,,Panretinal photocoagulation for diabetes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFO475298,,Follicular non-Hodgkin mixed small cleaved and large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7276,7276.00,Pan retinal photocoagulation for diabetes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA560258,,"Malignant lymphoma - histiocytic, nodular"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTFO560257,,Follicular malignant lymphoma - large cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6272,B627200,Follicular non-Hodgkin's large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6282,B628200,Follicular lymphoma grade 3
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA560259,,"Malignant lymphoma - non-cleaved, follicular"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTRA502711,,Radiotherapy to retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6283,B628300,Follicular lymphoma grade 3a
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6284,B628400,Follicular lymphoma grade 3b
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI736667,,Diffuse follicle center lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6285,B628500,Diffuse follicle centre lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6286,B628600,Cutaneous follicle centre lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCT1172015,,Cutaneous follicle centre lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B620-1,B620.11,Reticulosarcoma - follicular or nodular
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B620,B620.00,Nodular lymphoma (Brill - Symmers disease)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6205,B620500,Nodular lymphoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6015,B601500,Lymphosarcoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6201,B620100,"Nodular lymphoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6207,B620700,Nodular lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B60z,B60z.00,Reticulosarcoma or lymphosarcoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6206,B620600,Nodular lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6202,B620200,Nodular lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B60,B60..00,Lymphosarcoma and reticulosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6011,B601100,"Lymphosarcoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6012,B601200,Lymphosarcoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6014,B601400,Lymphosarcoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6016,B601600,Lymphosarcoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6017,B601700,Lymphosarcoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6204,B620400,Nodular lymphoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B60y,B60y.00,Other specified reticulosarcoma or lymphosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6200,B620000,Nodular lymphoma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B620z,B620z00,Nodular lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6013,B601300,Lymphosarcoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6018,B601800,Lymphosarcoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6203,B620300,Nodular lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6208,B620800,Nodular lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI475299,,Diffuse malignant lymphoma - small non-cleaved cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627X,B627X00,"Diffuse non-Hodgkin's lymphoma, unspecified"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417219,,Diffuse non-Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA475302,,Malignant lymphoma - undifferentiated cell type
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62F,B62F.00,Nonfollicular lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuDC,ByuDC00,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ByuD2,ByuD200,[X]Other types of diffuse non-Hodgkin's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTNO475300,,Non-Burkitt's malignant lymphoma - undifferentiated cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6273,B627300,Diffuse non-Hodgkin's small cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72781,7278100,Macular translocation three hundred and sixty degrees
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7278y,7278y00,Other specified translocation of retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA475306,,"Malignant lymphoma, lymphocytic - poorly differentiated"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7278,7278.00,Translocation of retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7278z,7278z00,Translocation of retina NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62F1,B62F100,Mantle cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6274,B627400,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72780,7278000,Pigment epithelium translocation of retina
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY475305,,Lymphoblastic lymphosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA475303,,Malignant lymphoma - small cleaved cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417249,,"Diffuse non-Hodgkin lymphoma, large cell"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417245,,Diffuse malignant lymphoma - histiocytic
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI591201,,Diffuse malignant lymphoma - centroblastic
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTIM417234,,Immunoblastic malignant lymphoma - large cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA591204,,"Malignant lymphoma, centroblastic type"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417231,,"Diffuse non-Hodgkin's lymphoma, immunoblastic (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417250,,"Lymphoma, diffuse large B cell, non Hodgkins"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTGE591202,,Germinoblastic sarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA417247,,Malignant lymphoma - large cell cleaved and non-cleaved
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417237,,"Lymphoma, immunoblastic, high grade"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417235,,"Diffuse non-Hodgkin's lymphoma, immunoblastic"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417236,,"Diffuse non-Hodgkin lymphoma, immunoblastic"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA417232,,Malignant lymphoma - immunoblastic
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B600z,B600z00,Reticulosarcoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6005,B600500,Reticulosarcoma of lymph nodes of inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417246,,Diffuse malignant lymphoma - large cell
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6003,B600300,Reticulosarcoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6006,B600600,Reticulosarcoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6002,B600200,Reticulosarcoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6008,B600800,Reticulosarcoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6007,B600700,Reticulosarcoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627E,B627E00,Diffuse large B-cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6004,B600400,Reticulosarcoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627D,B627D00,Diffuse non-Hodgkin's centroblastic lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B600,B600.00,Reticulosarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6276,B627600,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B627A,B627A00,Diffuse non-Hodgkin's large cell lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6001,B600100,"Reticulosarcoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",72782,7278200,Limited macular translocation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTRE637724,,Reticulum cell sarcoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417248,,"Diffuse non-Hodgkin's lymphoma, large cell"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417244,,"Diffuse non-Hodgkin's lymphoma, large cell (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6000,B600000,Reticulosarcoma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417228,,"Diffuse non-Hodgkin lymphoma, lymphoblastic"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417229,,"Lymphoblastic lymphoma, diffuse"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTDI417227,,"Diffuse non-Hodgkin's lymphoma, lymphoblastic"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B6277,B627700,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417225,,Lymphoblastic lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTLY417224,,Lymphoblastoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B62F2,B62F200,Lymphoblastic (diffuse) lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTMA417226,,Malignant lymphoma - lymphoblastic
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475161,,Burkitt lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475159,,Burkitt lymphoma of lymph nodes of inguinal region and lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU431006,,Burkitt lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU431003,,Burkitt's type malignant lymphoma - small non-cleaved
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU431001,,Burkitt's type malignant lymphoma - undifferentiated
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU771113,,Burkitt's lymphoma co-occurrent with human immunodeficiency virus infection
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475153,,Burkitt lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475163,,Burkitt lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475151,,"Burkitt lymphoma of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475157,,Burkitt lymphoma of lymph nodes of axilla and upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBL431004,,BL - Burkitt's lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",B602z,B602z00,Burkitt's lymphoma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",A7896-1,A789611,HIV disease resulting in Burkitt lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU475155,,Burkitt lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",^ESCTBU430998,,Burkitt's lymphoma (clinical)
